AdSense Earnings Month,Channel ID,Revenue Source,Local Currency,Total Revenue By Source,US Sourced Revenue,Tax Withholding Rate,Tax Withheld Amount
202301,UCm3QOeBPQ9eAvsg5ZhdYF-A,Ads Revenue,HKD,210.812478,6.779917,15.00,1.016988
202301,UCm3QOeBPQ9eAvsg5ZhdYF-A,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.717973,0.051594,15.00,0.007739
202301,UCm6k_xvCFrtMMrdzAKdDGWA,Ads Revenue,HKD,2931.792535,68.481267,15.00,10.27219
202301,UCm6k_xvCFrtMMrdzAKdDGWA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,6.1687,2.796032,15.00,0.419405
202301,UCmQ9pw5GRwflivzyF5ImapA,Ads Revenue,HKD,40.117379,0.203769,15.00,0.030565
202301,UCmQ9pw5GRwflivzyF5ImapA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.048124,0.028334,15.00,0.00425
202301,UCmTADRwn1CsKc6xg-mJ5K9Q,Ads Revenue,HKD,1.199338,0,15.00,0
202301,UCmTADRwn1CsKc6xg-mJ5K9Q,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.004402,0,15.00,0
202301,UCmhHrdnKgeiV27LCa7VbEPA,Ads Revenue,HKD,186.872918,61.392433,30.00,18.41773
202301,UCmhHrdnKgeiV27LCa7VbEPA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,9.671767,3.796807,30.00,1.139042
202301,UCml9AnLQtP8j5KkWT96tKVg,Ads Revenue,HKD,1.53195,0,15.00,0
202301,UCml9AnLQtP8j5KkWT96tKVg,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.001931,0.001931,15.00,0.00029
202301,UCmv7h5AoZx_hLKEO7CrEB3g,Ads Revenue,HKD,3810.87029,55.656341,15.00,8.348451
202301,UCmv7h5AoZx_hLKEO7CrEB3g,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,2.854069,2.508996,15.00,0.376349
202301,UCn06PhQoppKN3YaMaeGEQNQ,Ads Revenue,HKD,6.071237,0.026725,15.00,0.004009
202301,UCn06PhQoppKN3YaMaeGEQNQ,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.029454,0.029454,15.00,0.004418
202301,UCn74opKTxPqI13aPxP-s0Qw,Ads Revenue,HKD,954.598587,114.430589,15.00,17.164588
202301,UCn74opKTxPqI13aPxP-s0Qw,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.01955,0.004847,15.00,0.000727
202301,UCnGY7VYRqaq03y-510N_SDA,Ads Revenue,HKD,21.946552,0.278239,15.00,0.041736
202301,UCnGY7VYRqaq03y-510N_SDA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.105054,0.076305,15.00,0.011446
202301,UCnJxU1oJiFoOV8eCy4_H5fg,Ads Revenue,HKD,84.464124,1.710681,15.00,0.256602
202301,UCnJxU1oJiFoOV8eCy4_H5fg,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.199595,0.000555,15.00,0.000083
202301,UCnRKlPfcoHCs3NzXIkCM1JA,Ads Revenue,HKD,6531.712576,108.654907,15.00,16.298236
202301,UCnRKlPfcoHCs3NzXIkCM1JA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,11.769536,6.956446,15.00,1.043467
202301,UCnRlwPLM8kRA0ovABHVXnJg,Ads Revenue,HKD,67.20626,1.158393,24.00,16.129502
202301,UCnRlwPLM8kRA0ovABHVXnJg,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.136404,0.092972,24.00,0.032737
202301,UCnePvOdQ-uBSWSIgRoG55gA,Ads Revenue,HKD,16034.921735,4030.295086,24.00,3848.381216
202301,UCnePvOdQ-uBSWSIgRoG55gA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,1279.482188,515.456146,24.00,307.075725
202301,UCnfVG0iO9sqvahU-VIZoI7Q,Ads Revenue,HKD,497.852216,5.633887,15.00,0.845083
202301,UCnfVG0iO9sqvahU-VIZoI7Q,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.337424,0.222853,15.00,0.033428
202301,UCnzMYh7ZH8_S90SAkU0dGIA,Ads Revenue,HKD,328.932368,3.835695,15.00,0.575354
202301,UCnzMYh7ZH8_S90SAkU0dGIA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.245899,0.010735,15.00,0.00161
202301,UCo1YDMWj1W8WU-ZawS0RhtA,Ads Revenue,HKD,529.194228,5.574206,15.00,0.836131
202301,UCo1YDMWj1W8WU-ZawS0RhtA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.421822,0.192894,15.00,0.028934
202301,UCo8g7P-M5NzOD4yf7vj9ZIg,Ads Revenue,HKD,84.01852,2.648433,15.00,0.397265
202301,UCo8g7P-M5NzOD4yf7vj9ZIg,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.916472,0.018901,15.00,0.002835
202301,UCo8g7P-M5NzOD4yf7vj9ZIg,YouTube Shorts Revenue,HKD,2543.184777,91.729012,15.00,13.759352
202301,UCoXdYhdp6ifV_Oe-LSIuO5g,Ads Revenue,HKD,1.891043,0,15.00,0
202301,UCoXdYhdp6ifV_Oe-LSIuO5g,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.007333,0.003354,15.00,0.000503
202301,UCoreyxBCgNi76Aafw8UzOYA,Ads Revenue,HKD,15.877475,0.092916,15.00,0.013937
202301,UCoreyxBCgNi76Aafw8UzOYA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.000186,0,15.00,0
202301,UCp14CsmLiCAUlB3uSJu8cDw,Ads Revenue,HKD,565.568033,10.129474,15.00,1.519421
202301,UCp14CsmLiCAUlB3uSJu8cDw,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.225859,0.001047,15.00,0.000157
202301,UCpNWCsZu0Svbc0mXU7FvbeA,Ads Revenue,HKD,41.741131,1.860878,15.00,0.279132
202301,UCpNWCsZu0Svbc0mXU7FvbeA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.053903,0,15.00,0
202301,UCpR-WSYHt_xsWNc3A5KJEdA,Ads Revenue,HKD,123.178142,0.478353,15.00,0.071753
202301,UCpR-WSYHt_xsWNc3A5KJEdA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.394686,0.234632,15.00,0.035195
202301,UCpXxNcoIc7eFuSPFugvKiYA,Ads Revenue,HKD,4.60221,0.651624,24.00,1.10453
202301,UCpXxNcoIc7eFuSPFugvKiYA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.000148,0,24.00,0.000036
202301,UCpZm05YrDxWgE4f8j6msToA,Ads Revenue,HKD,574.166393,14.816174,15.00,2.222426
202301,UCpZm05YrDxWgE4f8j6msToA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,2.130322,0.103183,15.00,0.015477
202301,UCpZm05YrDxWgE4f8j6msToA,Super Thanks,HKD,5.668657,0,15.00,0
202301,UCphxVw64-X-4tYRuUj9fk3Q,Ads Revenue,HKD,141.069134,1.33645,15.00,0.200468
202301,UCphxVw64-X-4tYRuUj9fk3Q,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.043661,0.028839,15.00,0.004326
202301,UCqBI2z0bWQDeew9rylDS0LQ,Ads Revenue,HKD,549.78344,245.318324,24.00,131.948026
202301,UCqBI2z0bWQDeew9rylDS0LQ,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,21.122222,7.917605,24.00,5.069333
202301,UCqIyktS2FR9Fh0ySEqxO5wQ,Ads Revenue,HKD,11.897139,0.012878,15.00,0.001932
202301,UCqIyktS2FR9Fh0ySEqxO5wQ,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.00855,0.001892,15.00,0.000284
202301,UCqNt-4qtNaXu8JBFS3IBJJw,Ads Revenue,HKD,4903.124531,48.256999,15.00,7.23855
202301,UCqNt-4qtNaXu8JBFS3IBJJw,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,7.119101,5.902136,15.00,0.88532
202301,UCqW4GwscIRDcAS0yCAAm1Ug,Ads Revenue,HKD,18.456072,0.128196,15.00,0.019229
202301,UCqW4GwscIRDcAS0yCAAm1Ug,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.005275,0.000719,15.00,0.000108
202301,UCqjWIvVnWDBECxE7QUPul0Q,Ads Revenue,HKD,411.880177,2.891322,24.00,98.851242
202301,UCqjWIvVnWDBECxE7QUPul0Q,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.284966,0.100999,24.00,0.068392
202301,UCqoP-IkN2b8xCXkNoPbV3yg,Ads Revenue,HKD,121.751497,2.887324,15.00,0.433099
202301,UCqoP-IkN2b8xCXkNoPbV3yg,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.161849,0.014089,15.00,0.002113
202301,UCrN6-YITvPPkQScZ1ceznBA,Ads Revenue,HKD,0.379123,0,15.00,0
202301,UCrN6-YITvPPkQScZ1ceznBA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.001282,0,15.00,0
202301,UCrR_Ev3G9Qs3J8ebsXyyocg,Ads Revenue,HKD,1149.667341,67.31699,15.00,10.097549
202301,UCrR_Ev3G9Qs3J8ebsXyyocg,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,14.155036,4.835528,15.00,0.725329
202301,UCrR_Ev3G9Qs3J8ebsXyyocg,Super Thanks,HKD,408.095563,0,15.00,0
202301,UCrSogodjzsvfaUuKEdbtQaw,Ads Revenue,HKD,446.611459,10.337822,15.00,1.550673
202301,UCrSogodjzsvfaUuKEdbtQaw,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.19841,0.074263,15.00,0.011139
202301,UCra7ECQ4Y1EivpvyVt8mDEA,Ads Revenue,HKD,44.833882,1.216137,15.00,0.182421
202301,UCra7ECQ4Y1EivpvyVt8mDEA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.159678,0.103142,15.00,0.015471
202301,UCrd3pBujzNRew9fA-LMX3nw,Ads Revenue,HKD,1459.106742,28.847063,15.00,4.327059
202301,UCrd3pBujzNRew9fA-LMX3nw,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,3.332863,2.023535,15.00,0.30353
202301,UCrg_lRnFRCGAnqC7TLHPj2A,Ads Revenue,HKD,9.513034,0.127282,24.00,2.283128
202301,UCrg_lRnFRCGAnqC7TLHPj2A,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.015956,0.009891,24.00,0.003829
202301,UCrp8wBHH9A17r5rAAxdN12Q,Ads Revenue,HKD,13.600717,0.032316,15.00,0.004847
202301,UCrp8wBHH9A17r5rAAxdN12Q,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.001022,0.000203,15.00,0.00003
202301,UCs-HRvvsJSu9FG0_qvFMO_g,Ads Revenue,HKD,0.784925,0,15.00,0
202301,UCs5b3oolfncGdEN8QeA-YNA,Ads Revenue,HKD,34.732777,0.549485,15.00,0.082423
202301,UCs5b3oolfncGdEN8QeA-YNA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.054906,0.005051,15.00,0.000758
202301,UCsCVmC7iGgXnPRck54D8RdQ,Ads Revenue,HKD,36.623007,0.024701,15.00,0.003705
202301,UCsCVmC7iGgXnPRck54D8RdQ,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,11.896659,0,15.00,0
202301,UCsDdsTUR9STZWIizjRPf2xg,Ads Revenue,HKD,409.567682,4.104158,15.00,0.615624
202301,UCsDdsTUR9STZWIizjRPf2xg,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.760434,0.371425,15.00,0.055714
202301,UCsOSCfq1ajCZ2mIYeTPRlRg,Ads Revenue,HKD,1810.855853,20.977278,15.00,3.146592
202301,UCsOSCfq1ajCZ2mIYeTPRlRg,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,4.27008,2.135922,15.00,0.320388
202301,UCsQYT26hmAs5On5q9aMih-g,Ads Revenue,HKD,2536.992591,328.018352,15.00,49.202753
202301,UCsQYT26hmAs5On5q9aMih-g,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.199603,0.082915,15.00,0.012437
202301,UCsWTa-uLURBNDPhHLatT1Lw,Ads Revenue,HKD,631.063133,11.468111,24.00,151.455152
202301,UCsWTa-uLURBNDPhHLatT1Lw,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.249097,0.124013,24.00,0.059783
202301,UCsYIeDDoYZ_9Dt6VLxIwCwQ,Ads Revenue,HKD,56.713149,1.071411,15.00,0.160712
202301,UCsYIeDDoYZ_9Dt6VLxIwCwQ,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.326396,0.117045,15.00,0.017557
202301,UCss7SRmvryxxb-WBTxjggew,Ads Revenue,HKD,97.983928,6.64499,24.00,23.516143
202301,UCss7SRmvryxxb-WBTxjggew,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,1.35163,0.088136,24.00,0.324391
202301,UCsu11fiUZTel-A0Vbc7eVTg,Ads Revenue,HKD,369.842266,6.796667,15.00,1.0195
202301,UCsu11fiUZTel-A0Vbc7eVTg,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.892835,0.64501,15.00,0.096752
202301,UCswjbpo63eE0FxHdim5_t5w,Ads Revenue,HKD,34.010885,2.755018,15.00,0.413253
202301,UCswjbpo63eE0FxHdim5_t5w,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.023478,0.022159,15.00,0.003324
202301,UCt5UIqAdgQw_CWh16EAL9VQ,Ads Revenue,HKD,52.338831,0.355855,30.00,0.106757
202301,UCt5UIqAdgQw_CWh16EAL9VQ,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.104726,0.000289,30.00,0.000087
202301,UCtH1sG8Ay63xm7L1sdky3Cg,Ads Revenue,HKD,116.539138,1.419707,15.00,0.212956
202301,UCtH1sG8Ay63xm7L1sdky3Cg,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.040789,0.026755,15.00,0.004013
202301,UCtRZx4fjkIs949CeHjolSqg,Ads Revenue,HKD,4202.518859,62.760476,15.00,9.414071
202301,UCtRZx4fjkIs949CeHjolSqg,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,2.96435,2.294192,15.00,0.344129
202301,UCtVJ84lmpbXpsKX2d5GX2Qg,Ads Revenue,HKD,1005.648053,18.731146,15.00,2.809672
202301,UCtVJ84lmpbXpsKX2d5GX2Qg,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,2.099064,1.355543,15.00,0.203331
202301,UCtyM2-qYFeNsSlbTc1cDa-A,Ads Revenue,HKD,1559.442225,14.71447,15.00,2.207171
202301,UCtyM2-qYFeNsSlbTc1cDa-A,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,1.991662,0.250874,15.00,0.037631
202301,UCu7tUBWSp7OoIiSBopZaqmA,Ads Revenue,HKD,11.547578,1.44145,15.00,0.216217
202301,UCu7tUBWSp7OoIiSBopZaqmA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.026808,0,15.00,0
202301,UCuIw0Z8gf_mD4yXpOP9m7MA,Ads Revenue,HKD,124.885294,3.109909,15.00,0.466486
202301,UCuIw0Z8gf_mD4yXpOP9m7MA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.235653,0.030868,15.00,0.00463
202301,UCuM1u6ZwwyqOne6Ln3LZ8_A,Ads Revenue,HKD,6.223924,0.048987,24.00,1.493742
202301,UCuM1u6ZwwyqOne6Ln3LZ8_A,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.049549,0.000797,24.00,0.011892
202301,UCuVjrzUA1mYdLPWbsgGpNkA,Ads Revenue,HKD,296.18189,3.5719,15.00,0.535785
202301,UCuVjrzUA1mYdLPWbsgGpNkA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.162557,0.099689,15.00,0.014953
202301,UCuYd1RGmBfTIcdNIDzBqptw,Ads Revenue,HKD,157.54751,4.124838,15.00,0.618726
202301,UCuYd1RGmBfTIcdNIDzBqptw,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,1.418881,0.158496,15.00,0.023774
202301,UCubpLr9mkVGrMBOTChqHCpw,Ads Revenue,HKD,6.750359,0.112888,15.00,0.016933
202301,UCubpLr9mkVGrMBOTChqHCpw,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.006317,0.0062,15.00,0.00093
202301,UCujz-Nve3odh2YjXt1oZ_5g,Ads Revenue,HKD,589.441815,6.752705,15.00,1.012906
202301,UCujz-Nve3odh2YjXt1oZ_5g,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.798468,0.041056,15.00,0.006158
202301,UCutx05lCUUGkKosgMyLckQw,Ads Revenue,HKD,1235.39078,9.863639,24.00,296.493787
202301,UCutx05lCUUGkKosgMyLckQw,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,1.823897,1.488335,24.00,0.437735
202301,UCv01B_jTa6uqBOHBYFRclBA,Ads Revenue,HKD,1790.303357,38.678367,15.00,5.801755
202301,UCv01B_jTa6uqBOHBYFRclBA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,17.875503,3.081356,15.00,0.462203
202301,UCv9V8U9Yp6yWIXtSTL3WSpg,Ads Revenue,HKD,58.763624,0.485209,15.00,0.072781
202301,UCv9V8U9Yp6yWIXtSTL3WSpg,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.044519,0.027452,15.00,0.004118
202301,UCvMqUYBlqRkDfpEc2BP9MWQ,Ads Revenue,HKD,1169.146675,148.139645,24.00,280.595202
202301,UCvMqUYBlqRkDfpEc2BP9MWQ,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.058674,0.005573,24.00,0.014082
202301,UCvRL1BSUYbb4L_Nv5NZG82Q,Ads Revenue,HKD,2081.62709,36.919304,30.00,11.075791
202301,UCvRL1BSUYbb4L_Nv5NZG82Q,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,5.621512,1.836576,30.00,0.550973
202301,UCvTvZPko5bf1uzVIFrXFr-w,Ads Revenue,HKD,2.647424,0.03869,15.00,0.005804
202301,UCvTvZPko5bf1uzVIFrXFr-w,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.000164,0.000125,15.00,0.000019
202301,UCv_A0pyKboN9kJNlusB6GXg,Ads Revenue,HKD,217.983536,18.031724,15.00,2.704759
202301,UCv_A0pyKboN9kJNlusB6GXg,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.132329,0,15.00,0
202301,UCvicumWmmKCGBl6U96rWuHQ,Ads Revenue,HKD,5839.255104,1069.132664,15.00,160.3699
202301,UCvicumWmmKCGBl6U96rWuHQ,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,37.733559,17.764196,15.00,2.664629
202301,UCwFeRGLoFE-wuEhMgBtws7w,Ads Revenue,HKD,501.535562,5.795907,15.00,0.869386
202301,UCwFeRGLoFE-wuEhMgBtws7w,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,3.027802,0.917673,15.00,0.137651
202301,UCwTqz3Tg62MBq21fAE9Xoog,Ads Revenue,HKD,485.788954,0,15.00,0
202301,UCwTqz3Tg62MBq21fAE9Xoog,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,2.949395,0,15.00,0
202301,UCwdW3038lZxAucqozJRHYHw,Ads Revenue,HKD,463.656427,5.324344,15.00,0.798652
202301,UCwdW3038lZxAucqozJRHYHw,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,2.175524,1.943285,15.00,0.291493
202301,UCwg-ELjUYkwy1VLfXDtikeA,Ads Revenue,HKD,80.230416,1.591018,15.00,0.238653
202301,UCwg-ELjUYkwy1VLfXDtikeA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.263956,0.180954,15.00,0.027143
202301,UCwk-GdJ1OUOd5ki3yWEceug,Ads Revenue,HKD,132.70209,40.069615,30.00,12.020885
202301,UCwk-GdJ1OUOd5ki3yWEceug,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,1.819458,0.959442,30.00,0.287833
202301,UCwln_49_dRiYOkkRzR9Sl-A,Ads Revenue,HKD,3.663617,0,24.00,0.879268
202301,UCwln_49_dRiYOkkRzR9Sl-A,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.01356,0.005566,24.00,0.003254
202301,UCx-i4QISa-LvJ0MJrjQQGwA,Ads Revenue,HKD,1027.601497,14.035312,30.00,4.210594
202301,UCx-i4QISa-LvJ0MJrjQQGwA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,2.607867,1.859032,30.00,0.55771
202301,UCx6HIS8YkiJqut-tKnEacLw,Ads Revenue,HKD,918.357589,11.579061,15.00,1.736859
202301,UCx6HIS8YkiJqut-tKnEacLw,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,1.695633,0.11706,15.00,0.017559
202301,UCxU_7RIlnUv5S1cYtMWuOrw,Ads Revenue,HKD,36.115768,0.66565,15.00,0.099848
202301,UCxU_7RIlnUv5S1cYtMWuOrw,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.072592,0.008999,15.00,0.00135
202301,UCxqGy6X9B6VFO3v8p9OH2wA,Ads Revenue,HKD,123.790208,1.319474,15.00,0.197921
202301,UCxqGy6X9B6VFO3v8p9OH2wA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.079963,0.036576,15.00,0.005486
202301,UCxsBG7al-7_gOl0rX7CVWag,Ads Revenue,HKD,204.225722,2.294144,15.00,0.344122
202301,UCxsBG7al-7_gOl0rX7CVWag,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.123644,0.037856,15.00,0.005678
202301,UCxuavIxdTiPt6t0L4REBwBw,Ads Revenue,HKD,1493.837408,447.619128,0.00,0
202301,UCxuavIxdTiPt6t0L4REBwBw,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,123.375656,48.246178,0.00,0
202301,UCxyUr81xgYDBzjcd0NvohAA,Ads Revenue,HKD,61.361742,1.070205,30.00,0.321062
202301,UCxyUr81xgYDBzjcd0NvohAA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.1375,0.002533,30.00,0.00076
202301,UCxyse_lm6g6Hx-VHXm14QLg,Ads Revenue,HKD,185.617325,3.22927,15.00,0.484391
202301,UCxyse_lm6g6Hx-VHXm14QLg,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.211296,0.045345,15.00,0.006802
202301,UCy55ba__XkvFiAW9B78jxsw,Ads Revenue,HKD,13149.006329,181.438272,30.00,54.431482
202301,UCy55ba__XkvFiAW9B78jxsw,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,19.401478,7.256236,30.00,2.176871
202301,UCy8oKsoLyRpNBz_3o4aAi6w,Ads Revenue,HKD,33.803627,0.257301,24.00,8.11287
202301,UCy8oKsoLyRpNBz_3o4aAi6w,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.00751,0.006051,24.00,0.001802
202301,UCyJDUI089O2ZKr8zZXWBo8g,Ads Revenue,HKD,216.305364,3.545152,15.00,0.531773
202301,UCyJDUI089O2ZKr8zZXWBo8g,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.087189,0.006785,15.00,0.001018
202301,UCyp9bL2U2JHbZS18-koZsYA,Ads Revenue,HKD,2265.850262,28.112236,15.00,4.216835
202301,UCyp9bL2U2JHbZS18-koZsYA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,3.34102,0.558404,15.00,0.083761
202301,UCyu5VRawT4ISMsklEShE8Nw,Ads Revenue,HKD,194.97259,2.408728,15.00,0.361309
202301,UCyu5VRawT4ISMsklEShE8Nw,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.493848,0.106923,15.00,0.016038
202301,UCz3YpUwUzsMyyGX07ur8k_Q,Ads Revenue,HKD,21.34962,0.271126,15.00,0.040669
202301,UCz3YpUwUzsMyyGX07ur8k_Q,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.006494,0,15.00,0
202301,UCzFXy8aBDjyJwN-b0NfR5ng,Ads Revenue,HKD,7117.445557,59.960857,30.00,17.988257
202301,UCzFXy8aBDjyJwN-b0NfR5ng,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,8.224086,4.41406,30.00,1.324218
202301,UCzJJa_wjVuCg2Fecfjr46vQ,Ads Revenue,HKD,222.906704,3.404479,15.00,0.510672
202301,UCzJJa_wjVuCg2Fecfjr46vQ,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.267538,0.206741,15.00,0.031011
202301,UCzLFuIWiNFcrmBQMem7rqIg,Ads Revenue,HKD,0.792162,0,15.00,0
202301,UCzLFuIWiNFcrmBQMem7rqIg,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.040362,0,15.00,0
202301,UCzSiooNxBOC7Y3ndEBS5HHA,Ads Revenue,HKD,18.278696,0.103347,15.00,0.015502
202301,UCzSiooNxBOC7Y3ndEBS5HHA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.037374,0.007647,15.00,0.001147
202301,UCzigNDOxonVz_SpIfgzKuQw,Ads Revenue,HKD,16.886575,0.136468,15.00,0.02047
202301,UCzigNDOxonVz_SpIfgzKuQw,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.057023,0,15.00,0
202301,UCzri-vLPKVC6rf69Pwxluzg,Ads Revenue,HKD,0.010294,0,30.00,0
